ClientID,Product,Longitude,Latitude
103,16,-74.1182764768897,4.728149932596788
104,12,-74.06310099905427,4.751289596320035
105,18,-74.14393905560665,4.712512532462939
106,15,-74.12880942363871,4.664755466641466
107,17,-74.11341448719975,4.7118187955649615
108,17,-74.05064102336434,4.757703036362551
109,20,-74.09715635180353,4.626168636526352
110,20,-74.06412802523467,4.674679702333787
111,15,-74.08313451218996,4.583068102674928
112,11,-74.10261283429972,4.757686186859687
113,20,-74.16803535846313,4.565910416313066
114,11,-74.15868716121851,4.642356571199844
115,19,-74.06664022788824,4.702450387798656
116,13,-74.11302645389254,4.6238906112483145
117,20,-74.1067219650144,4.743968134349792
118,15,-74.1220012397726,4.618870288294036
119,15,-74.10570933641618,4.692342799706744
120,20,-74.14054294526902,4.644315003770676
121,19,-74.06912205175392,4.690954205933786
122,17,-74.15724709596236,4.637389588281534
123,19,-74.08573321762377,4.572582919789178
124,20,-74.10640126936129,4.699805824306575
125,20,-74.07006885456883,4.655123599843026
126,12,-74.09991102724082,4.57409155263132
127,14,-74.12837634778829,4.66036764663164
128,5,-74.10637736524856,4.508592911777716
129,11,-74.08420400263509,4.567877096224878
130,15,-74.08864302494413,4.621340705810851
131,14,-74.1143290089239,4.593723600557398
132,11,-74.11832497379281,4.696649247522233
133,11,-74.09346699112281,4.621309647639821
134,20,-74.02712442850424,4.735194882967349
135,15,-74.11773178142981,4.624434360825871
136,17,-74.14094922506601,4.56007318272714
137,16,-74.06439449566156,4.69413490038325
138,16,-74.11473748730057,4.713674127085281
139,17,-74.05592409509629,4.747274664067724
140,20,-74.12539396709393,4.6349320408879455
141,17,-74.14056081363316,4.642189948176155
142,15,-74.13824366334174,4.580122755816052
143,13,-74.10667084824978,4.707673887365778
144,20,-74.17334893493684,4.643869883620336
145,16,-74.1043461029671,4.721509906063946
146,20,-74.1660299460541,4.626822633147647
147,18,-74.05733947173047,4.75426344330664
148,13,-74.06763960923644,4.647613807916216
149,20,-74.07313621102118,4.580889658324327
150,16,-74.13747614323162,4.557923374411941
