Tiempo,Desde,Hacia
1630.3,16,20
601.4,16,21
1172.9,16,22
694.7,16,23
1438.3,16,24
1435.3,16,25
1657.7,16,26
1071.6,16,27
507.4,16,28
511.3,16,29
463.4,16,30
791.2,16,31
1232.8,16,32
1232.1,16,33
659.0,16,34
731.5,16,35
833.5,17,0
1060.5,17,1
1087.9,17,2
798.2,17,3
753.6,17,4
501.2,17,5
1530.5,17,6
894.5,17,7
1006.4,17,8
1330.4,17,9
1221.6,17,10
1369.9,17,11
917.4,17,12
1071.4,17,13
828.3,17,14
1430.1,17,15
814.3,17,16
0.0,17,17
1217.2,17,18
1276.6,17,19
1732.5,17,20
775.5,17,21
1163.1,17,22
1144.2,17,23
1408.8,17,24
1684.5,17,25
1735.0,17,26
1109.3,17,27
779.9,17,28
390.8,17,29
637.5,17,30
574.5,17,31
1130.3,17,32
1518.7,17,33
787.4,17,34
1181.0,17,35
1221.0,18,0
420.4,18,1
732.4,18,2
1185.7,18,3
1454.3,18,4
1062.0,18,5
556.2,18,6
1595.2,18,7
1697.9,18,8
1717.9,18,9
1813.1,18,10
767.2,18,11
998.5,18,12
741.6,18,13
1215.8,18,14
1817.6,18,15
1429.9,18,16
1239.1,18,17
0.0,18,18
901.1,18,19
628.2,18,20
937.8,18,21
833.3,18,22
1579.2,18,23
722.8,18,24
2072.0,18,25
630.7,18,26
302.0,18,27
1514.2,18,28
1095.0,18,29
1098.3,18,30
793.1,18,31
635.0,18,32
1906.2,18,33
928.1,18,34
1562.6,18,35
1544.0,19,0
796.3,19,1
658.7,19,2
1508.7,19,3
1376.1,19,4
1057.4,19,5
1244.8,19,6
1517.0,19,7
1896.7,19,8
2040.9,19,9
1991.5,19,10
309.7,19,11
1186.7,19,12
395.0,19,13
1537.1,19,14
2140.6,19,15
1618.1,19,16
1203.7,19,17
931.5,19,18
0.0,19,19
1446.8,19,20
1260.8,19,21
492.2,19,22
1902.2,19,23
531.5,19,24
2395.0,19,25
1449.3,19,26
787.7,19,27
1670.2,19,28
1283.2,19,29
1369.1,19,30
792.9,19,31
399.4,19,32
2229.2,19,33
1031.7,19,34
1885.6,19,35
1657.9,20,0
1006.9,20,1
1314.1,20,2
1622.6,20,3
2036.0,20,4
1661.3,20,5
702.0,20,6
2176.9,20,7
2134.8,20,8
2154.8,20,9
2250.0,20,10
1008.8,20,11
1455.6,20,12
1340.9,20,13
1652.7,20,14
2254.5,20,15
1976.0,20,16
1838.4,20,17
665.7,20,18
1209.9,20,19
0.0,20,20
1374.7,20,21
1432.6,20,22
2016.1,20,23
816.8,20,24
2508.9,20,25
760.2,20,26
967.7,20,27
2019.7,20,28
1681.5,20,29
1535.2,20,30
1392.4,20,31
1124.4,20,32
2343.1,20,33
1514.6,20,34
1999.5,20,35
390.2,21,0
822.3,21,1
1112.4,21,2
354.9,21,3
781.5,21,4
782.6,21,5
1097.8,21,6
930.7,21,7
867.1,21,8
887.1,21,9
982.3,21,10
1418.0,21,11
450.5,21,12
1069.8,21,13
351.6,21,14
986.8,21,15
645.1,21,16
688.1,21,17
965.1,21,18
1275.0,21,19
1346.6,21,20
0.0,21,21
1161.5,21,22
748.4,21,23
1426.9,21,24
1241.2,21,25
1446.0,21,26
1060.2,21,27
688.8,21,28
459.2,21,29
213.1,21,30
714.6,21,31
1221.4,21,32
1075.4,21,33
499.0,21,34
731.8,21,35
1439.3,22,0
691.6,22,1
411.4,22,2
1404.0,22,3
1271.4,22,4
952.7,22,5
1188.7,22,6
1412.3,22,7
1792.0,22,8
1936.2,22,9
1886.8,22,10
528.2,22,11
1082.0,22,12
103.7,22,13
1432.4,22,14
2035.9,22,15
1513.4,22,16
1099.0,22,17
875.4,22,18
369.1,22,19
1390.7,22,20
1156.1,22,21
0.0,22,22
1797.5,22,23
750.0,22,24
2290.3,22,25
1393.2,22,26
767.5,22,27
1565.5,22,28
1178.5,22,29
1264.4,22,30
688.2,22,31
617.9,22,32
2124.5,22,33
927.0,22,34
1780.9,22,35
573.0,23,0
1268.1,23,1
1558.2,23,2
588.6,23,3
1080.9,23,4
1230.4,23,5
1746.4,23,6
1198.2,23,7
614.7,23,8
755.6,23,9
675.7,23,10
1863.8,23,11
1125.0,23,12
1515.6,23,13
662.1,23,14
542.1,23,15
641.2,23,16
1154.3,23,17
1611.2,23,18
1720.8,23,19
1995.2,23,20
859.3,23,21
1607.3,23,22
0.0,23,23
1872.7,23,24
765.7,23,25
2092.1,23,26
1506.0,23,27
634.7,23,28
897.7,23,29
825.3,23,30
1225.6,23,31
1667.2,23,32
589.4,23,33
1093.4,23,34
77.6,23,35
1654.8,24,0
805.3,24,1
726.0,24,2
1617.9,24,3
1447.3,24,4
1128.6,24,5
1188.8,24,6
1588.2,24,7
1967.9,24,8
2154.1,24,9
2062.7,24,10
266.3,24,11
1299.9,24,12
763.0,24,13
1608.3,24,14
2253.8,24,15
1731.3,24,16
1274.9,24,17
875.5,24,18
467.4,24,19
1016.5,24,20
1356.7,24,21
854.7,24,22
2015.4,24,23
0.0,24,24
2508.2,24,25
1053.9,24,26
691.9,24,27
1741.4,24,28
1355.2,24,29
1440.3,24,30
877.0,24,31
381.9,24,32
2342.4,24,33
1139.1,24,34
1998.8,24,35
1106.7,25,0
1897.9,25,1
2188.0,25,2
1069.8,25,3
1616.3,25,4
1831.7,25,5
2188.9,25,6
1668.9,25,7
1132.4,25,8
519.2,25,9
1076.1,25,10
2493.6,25,11
1594.5,25,12
2145.4,25,13
965.1,25,14
354.4,25,15
1365.3,25,16
1737.2,25,17
2056.2,25,18
2350.6,25,19
2437.7,25,20
1251.6,25,21
2237.1,25,22
848.7,25,23
2502.5,25,24
0.0,25,25
2537.1,25,26
2135.8,25,27
1304.9,25,28
1508.3,25,29
1256.4,25,30
1855.4,25,31
2297.0,25,32
270.3,25,33
1643.0,25,34
853.1,25,35
2328.2,26,0
1510.0,26,1
1685.5,26,2
2292.9,26,3
2407.4,26,4
2032.7,26,5
1612.3,26,6
2548.3,26,7
2805.1,26,8
2825.1,26,9
2920.3,26,10
1380.2,26,11
2088.1,26,12
1712.3,26,13
2323.0,26,14
2924.8,26,15
2519.5,26,16
2209.8,26,17
1372.2,26,18
1581.3,26,19
1159.6,26,20
2045.0,26,21
1804.0,26,22
2686.4,26,23
1188.2,26,24
3179.2,26,25
0.0,26,26
1329.7,26,27
2603.8,26,28
2184.6,26,29
2205.5,26,30
1763.8,26,31
1495.8,26,32
3013.4,26,33
1913.7,26,34
2669.8,26,35
1290.6,27,0
419.4,27,1
669.8,27,2
1255.3,27,3
1391.7,27,4
1017.0,27,5
722.3,27,6
1532.6,27,7
1721.0,27,8
1787.5,27,9
1836.2,27,10
555.1,27,11
997.5,27,12
696.6,27,13
1285.4,27,14
1887.2,27,15
1428.9,27,16
1194.1,27,17
409.0,27,18
689.0,27,19
791.8,27,20
1007.4,27,21
788.3,27,22
1648.8,27,23
564.0,27,24
2141.6,27,25
794.3,27,26
0.0,27,27
1513.2,27,28
1094.0,27,29
1167.9,27,30
748.1,27,31
502.8,27,32
1975.8,27,33
898.0,27,34
1632.2,27,35
662.3,28,0
960.6,28,1
1250.7,28,2
644.3,28,3
578.3,28,4
839.8,28,5
1508.4,28,6
727.5,28,7
393.5,28,8
1082.9,28,9
620.7,28,10
1556.3,28,11
817.5,28,12
1208.1,28,13
674.4,28,14
1035.8,28,15
412.5,28,16
651.7,28,17
1303.7,28,18
1413.3,28,19
1757.2,28,20
682.3,28,21
1299.8,28,22
561.4,28,23
1565.2,28,24
1302.0,28,25
1784.6,28,26
1198.5,28,27
0.0,28,28
395.1,28,29
544.3,28,30
918.1,28,31
1359.7,28,32
1125.7,28,33
785.9,28,34
598.2,28,35
654.2,29,0
745.4,29,1
929.6,29,2
618.9,29,3
631.6,29,4
494.3,29,5
1275.1,29,6
772.5,29,7
884.4,29,8
1151.1,29,9
1043.3,29,10
1211.7,29,11
602.3,29,12
887.0,29,13
649.0,29,14
1250.8,29,15
636.0,29,16
388.0,29,17
961.8,29,18
1092.2,29,19
1477.1,29,20
596.2,29,21
978.7,29,22
965.9,29,23
1220.6,29,24
1505.2,29,25
1479.6,29,26
853.9,29,27
657.9,29,28
0.0,29,29
458.2,29,30
607.8,29,31
1015.1,29,32
1339.4,29,33
425.9,29,34
1002.7,29,35
354.0,30,0
883.5,30,1
1173.6,30,2
318.7,30,3
816.2,30,4
817.3,30,5
1240.2,30,6
965.4,30,7
830.9,30,8
850.9,30,9
946.1,30,10
1479.2,30,11
634.7,30,12
1131.0,30,13
334.3,30,14
950.6,30,15
638.4,30,16
722.8,30,17
1107.5,30,18
1336.2,30,19
1489.0,30,20
353.1,30,21
1222.7,30,22
712.2,30,23
1488.1,30,24
1205.0,30,25
1588.4,30,26
1121.4,30,27
723.5,30,28
493.9,30,29
0.0,30,30
841.0,30,31
1282.6,30,32
1039.2,30,33
683.2,30,34
695.6,30,35
955.7,31,0
599.0,31,1
700.5,31,2
918.8,31,3
928.7,31,4
479.5,31,5
1046.0,31,6
1069.6,31,7
1337.9,31,8
1459.4,31,9
1453.4,31,10
982.6,31,11
612.1,31,12
657.9,31,13
909.2,31,14
1559.1,31,15
1046.1,31,16
656.6,31,17
732.7,31,18
863.1,31,19
1248.0,31,20
657.6,31,21
749.6,31,22
1321.0,31,23
991.5,31,24
1813.5,31,25
1250.5,31,26
624.8,31,27
1111.4,31,28
645.9,31,29
741.2,31,30
0.0,31,31
786.0,31,32
1647.7,31,33
302.9,31,34
1304.4,31,35
1447.4,32,0
675.9,32,1
518.6,32,2
1410.5,32,3
1239.9,32,4
921.2,32,5
1016.5,32,6
1380.8,32,7
1760.5,32,8
1946.7,32,9
1855.3,32,10
305.2,32,11
1092.5,32,12
555.6,32,13
1400.9,32,14
2046.4,32,15
1523.9,32,16
1067.5,32,17
703.2,32,18
335.6,32,19
1218.5,32,20
1149.3,32,21
647.3,32,22
1808.0,32,23
337.6,32,24
2300.8,32,25
1221.0,32,26
559.4,32,27
1534.0,32,28
1147.8,32,29
1232.9,32,30
669.6,32,31
0.0,32,32
2135.0,32,33
931.7,32,34
1791.4,32,35
928.2,33,0
1719.4,33,1
2009.5,33,2
891.3,33,3
1544.1,33,4
1653.2,33,5
2010.4,33,6
1596.7,33,7
1060.2,33,8
358.8,33,9
1003.9,33,10
2315.1,33,11
1416.0,33,12
1966.9,33,13
786.6,33,14
141.9,33,15
1195.1,33,16
1558.7,33,17
1877.7,33,18
2172.1,33,19
2259.2,33,20
1073.1,33,21
2058.6,33,22
673.6,33,23
2324.0,33,24
261.8,33,25
2358.6,33,26
1957.3,33,27
1188.6,33,28
1329.8,33,29
1077.9,33,30
1676.9,33,31
2118.5,33,32
0.0,33,33
1464.5,33,34
640.6,33,35
977.4,34,0
548.8,34,1
650.3,34,2
940.5,34,3
1129.1,34,4
525.0,34,5
995.8,34,6
1270.0,34,7
1280.3,34,8
1481.1,34,9
1395.8,34,10
932.4,34,11
695.1,34,12
607.7,34,13
930.9,34,14
1580.8,34,15
988.5,34,16
702.1,34,17
682.5,34,18
812.9,34,19
1197.8,34,20
679.3,34,21
699.4,34,22
1318.4,34,23
941.3,34,24
1835.2,34,25
1200.3,34,26
574.6,34,27
1053.8,34,28
588.3,34,29
762.9,34,30
344.5,34,31
735.8,34,32
1669.4,34,33
0.0,34,34
1326.1,34,35
523.8,35,0
1241.4,35,1
1531.5,35,2
539.4,35,3
1054.2,35,4
1203.7,35,5
1697.2,35,6
1171.5,35,7
588.0,35,8
740.9,35,9
703.2,35,10
1837.1,35,11
1098.3,35,12
1488.9,35,13
612.9,35,14
595.2,35,15
614.5,35,16
1127.6,35,17
1564.5,35,18
1694.1,35,19
1946.0,35,20
810.1,35,21
1580.6,35,22
152.9,35,23
1846.0,35,24
885.4,35,25
2045.4,35,26
1479.3,35,27
608.0,35,28
871.0,35,29
776.1,35,30
1198.9,35,31
1640.5,35,32
703.1,35,33
1066.7,35,34
0.0,35,35
